TrID,Pe,rewID,alpha,gamma,learned
0.2,60.0,"FAccumulated",0.5,0.100,1
0.2,60.0,"FAccumulated",0.1,0.999,0
0.2,60.0,"FAccumulated",0.1,0.990,0
0.2,60.0,"FAccumulated",0.1,0.950,0
0.2,60.0,"FAccumulated",0.1,0.900,0
0.2,60.0,"FAccumulated",0.1,0.700,0
0.2,60.0,"FAccumulated",0.1,0.100,0
0.2,1.00,"FAccumulated",1.0,0.999,0
0.2,1.00,"FAccumulated",1.0,0.990,0
0.2,1.00,"FAccumulated",1.0,0.950,0
0.2,1.00,"FAccumulated",1.0,0.900,0
0.2,1.00,"FAccumulated",1.0,0.700,0
0.2,1.00,"FAccumulated",1.0,0.100,0
0.2,1.00,"FAccumulated",0.5,0.999,0
0.2,1.00,"FAccumulated",0.5,0.990,0
0.2,1.00,"FAccumulated",0.5,0.950,0
0.2,1.00,"FAccumulated",0.5,0.900,0
0.2,1.00,"FAccumulated",0.5,0.700,0
0.2,1.00,"FAccumulated",0.5,0.100,1
0.2,1.00,"FAccumulated",0.1,0.999,0
0.2,1.00,"FAccumulated",0.1,0.990,0
0.2,1.00,"FAccumulated",0.1,0.950,0
0.2,1.00,"FAccumulated",0.1,0.900,0
0.2,1.00,"FAccumulated",0.1,0.700,0
0.2,1.00,"FAccumulated",0.1,0.100,1
0.2,10.0,"FAccumulated",1.0,0.999,0
0.2,10.0,"FAccumulated",1.0,0.990,0
0.2,10.0,"FAccumulated",1.0,0.950,0
0.2,10.0,"FAccumulated",1.0,0.900,0
0.2,10.0,"FAccumulated",1.0,0.700,0
0.2,10.0,"FAccumulated",1.0,0.100,0
0.2,10.0,"FAccumulated",0.5,0.999,0
0.2,10.0,"FAccumulated",0.5,0.990,0
0.2,10.0,"FAccumulated",0.5,0.950,0
0.2,10.0,"FAccumulated",0.5,0.900,0
0.2,10.0,"FAccumulated",0.5,0.700,0
0.2,10.0,"FAccumulated",0.5,0.100,0
0.2,10.0,"FAccumulated",0.1,0.999,0
0.2,10.0,"FAccumulated",0.1,0.990,0
0.2,10.0,"FAccumulated",0.1,0.950,0
0.2,10.0,"FAccumulated",0.1,0.900,0
0.2,10.0,"FAccumulated",0.1,0.700,0
0.2,10.0,"FAccumulated",0.1,0.100,0
